timestamp,Temp_C,C_in_gNm3,Q_Nm3h,U1_kV,U2_kV,U3_kV,U4_kV,T1_s,T2_s,T3_s,T4_s,C_out_mgNm3,P_total_kW,split,dust_load_kg_h,condition_cluster,C_out_missing_flag,C_out_cap50_flag,C_out_exact_flag
2024-05-04 14:23:00,120.2,47.33,424061,55.6,55.4,45.5,48.7,258,247,444,478,50.0,1635.6,train,20070.80713,4,0,1,0
2024-05-04 14:24:00,123.1,49.02,433937,53.1,54.9,51.4,50.2,235,246,466,467,50.0,1680.9,train,21271.591740000003,4,0,1,0
2024-05-04 14:25:00,121.8,41.53,446175,53.9,58.5,48.6,51.2,251,245,454,463,50.0,1701.6,train,18529.64775,4,0,1,0
2024-05-04 14:26:00,119.5,45.5,434842,53.0,53.5,48.4,49.5,236,238,455,463,49.81,1650.5,train,19785.311,4,0,0,1
2024-05-04 14:27:00,120.4,46.97,442912,56.3,55.9,54.3,48.7,265,242,454,455,49.58,1724.2,train,20803.57664,4,0,0,1
2024-05-04 14:28:00,118.4,44.14,439551,56.0,56.8,49.7,48.8,221,277,455,457,49.69,1703.3,train,19401.78114,4,0,0,1
2024-05-04 14:29:00,118.9,50.77,424300,54.4,56.5,48.5,47.5,251,256,463,443,50.0,1652.3,train,21541.711,4,0,1,0
2024-05-04 14:30:00,120.6,44.86,430083,57.9,52.9,50.8,50.8,251,248,453,450,49.87,1697.1,train,19293.52338,4,0,0,1
2024-05-04 14:31:00,119.6,46.35,431902,55.3,60.1,52.6,53.4,235,230,460,451,49.88,1824.5,train,20018.6577,4,0,0,1
2024-05-04 14:32:00,118.8,47.85,432479,55.2,57.8,49.6,46.7,245,236,469,461,49.36,1693.4,train,20694.12015,4,0,0,1
2024-05-04 14:33:00,121.1,44.98,438998,54.9,56.6,48.1,48.1,253,247,474,465,50.0,1661.4,train,19746.13004,4,0,1,0
2024-05-04 14:34:00,120.2,41.85,434958,51.9,52.4,49.4,49.8,227,264,446,468,49.88,1635.1,train,18202.9923,4,0,0,1
2024-05-04 14:35:00,118.0,45.4,408221,52.6,56.4,51.4,48.6,233,251,469,480,50.0,1681.7,train,18533.2334,4,0,1,0
2024-05-04 14:36:00,117.3,49.05,421229,54.3,49.8,48.6,50.5,246,251,470,468,50.0,1613.4,train,20661.28245,4,0,1,0
2024-05-04 14:37:00,119.5,45.64,414255,54.3,54.0,51.4,47.5,238,261,472,466,50.0,1653.8,train,18906.5982,4,0,1,0
2024-05-04 14:38:00,118.0,44.37,433179,55.6,54.6,48.9,45.1,242,236,457,441,49.86,1658.1,train,19220.15223,4,0,0,1
2024-05-04 14:39:00,117.6,48.81,433722,53.1,53.5,45.5,51.1,248,265,454,437,49.71,1620.7,train,21169.97082,4,0,0,1
2024-05-04 14:40:00,122.1,45.67,434087,54.6,57.6,52.2,50.7,237,243,438,461,50.0,1748.7,train,19824.75329,4,0,1,0
2024-05-04 14:41:00,120.3,45.23,424172,54.6,54.6,49.9,50.9,248,262,458,453,49.76,1668.4,train,19185.29956,4,0,0,1
2024-05-04 14:42:00,120.0,46.88,437259,54.7,52.5,51.3,53.1,252,268,478,458,50.0,1665.1,train,20498.701920000003,4,0,1,0
2024-05-04 14:43:00,120.2,48.44,437619,54.4,55.9,49.8,48.2,257,237,460,444,49.79,1677.0,train,21198.26436,4,0,0,1
2024-05-04 14:44:00,118.7,52.47,421870,51.6,55.2,49.3,52.9,233,248,454,457,49.79,1684.3,train,22135.5189,4,0,0,1
2024-05-04 14:45:00,121.1,48.59,420206,49.9,50.9,50.7,52.2,240,257,464,451,49.8,1630.8,train,20417.80954,4,0,0,1
2024-05-04 14:46:00,120.3,49.43,431957,52.5,57.1,48.9,48.6,255,244,442,462,50.0,1655.2,train,21351.63451,4,0,1,0
2024-05-04 14:47:00,119.3,45.27,446316,53.3,54.6,52.8,46.9,230,245,453,464,49.81,1688.2,train,20204.72532,4,0,0,1
2024-05-04 14:48:00,119.6,43.97,445603,52.0,56.4,49.1,47.2,249,243,466,461,49.85,1642.6,train,19593.16391,4,0,0,1
2024-05-04 14:49:00,118.6,46.7,436536,54.3,55.2,52.8,50.6,248,226,463,443,49.75,1719.5,train,20386.2312,4,0,0,1
2024-05-04 14:50:00,119.9,46.82,426212,56.6,53.7,50.4,47.1,217,261,451,455,50.0,1692.4,train,19955.24584,4,0,1,0
2024-05-04 14:51:00,120.1,43.86,439171,55.8,55.2,44.4,49.6,242,236,478,477,50.0,1650.1,train,19262.04006,4,0,1,0
2024-05-04 14:52:00,119.9,46.12,428481,55.3,54.2,47.2,48.7,252,220,439,451,49.97,1665.6,train,19761.54372,4,0,0,1
2024-05-04 14:53:00,120.6,47.56,425984,56.3,55.0,50.9,49.7,245,260,460,449,50.0,1703.3,train,20259.79904,4,0,1,0
2024-05-04 14:54:00,120.4,47.47,414997,52.5,55.6,47.3,51.0,242,254,467,466,50.0,1642.8,train,19699.90759,4,0,1,0
2024-05-04 14:55:00,120.9,47.83,432992,53.4,54.7,46.5,50.0,250,232,472,450,49.98,1651.6,train,20710.00736,4,0,0,1
2024-05-04 14:56:00,121.9,47.3,427158,55.6,55.3,51.7,50.9,260,261,458,446,49.67,1696.4,train,20204.5734,4,0,0,1
2024-05-04 14:57:00,121.4,45.31,432993,53.4,53.6,46.0,53.0,254,256,466,448,50.0,1630.5,train,19618.91283,4,0,1,0
2024-05-04 14:58:00,122.0,45.3,413852,53.5,53.2,50.7,45.3,239,248,457,468,50.0,1632.5,train,18747.4956,4,0,1,0
2024-05-04 14:59:00,119.3,43.59,433630,58.1,55.9,48.4,49.7,230,244,477,454,49.67,1716.5,train,18901.931700000005,4,0,0,1
2024-05-04 15:00:00,119.8,51.06,412848,54.5,57.2,50.6,49.1,254,246,461,466,49.85,1687.3,train,21080.018880000003,4,0,0,1
2024-05-04 15:01:00,121.5,46.63,441025,57.9,53.3,49.7,49.2,234,250,471,471,50.0,1700.9,train,20564.99575,4,0,1,0
2024-05-04 15:02:00,121.6,46.04,436522,50.7,55.0,45.0,45.1,242,238,443,452,50.0,1584.8,train,20097.47288,4,0,1,0
2024-05-04 15:03:00,119.6,44.28,430143,53.1,51.5,48.5,49.6,250,261,455,455,50.0,1601.8,train,19046.73204,4,0,1,0
2024-05-04 15:04:00,121.5,53.95,436900,55.1,57.9,48.7,48.1,262,255,463,454,49.7,1672.5,train,23570.755,4,0,0,1
2024-05-04 15:05:00,119.2,43.93,424599,54.5,56.6,50.0,50.6,263,246,463,447,49.75,1689.1,train,18652.63407,4,0,0,1
2024-05-04 15:06:00,121.3,45.55,433029,50.2,53.2,49.8,54.3,249,269,450,469,49.95,1644.9,train,19724.47095,4,0,0,1
2024-05-04 15:07:00,120.6,47.66,438834,53.9,53.6,48.7,46.9,242,244,434,452,49.65,1640.1,train,20914.82844,4,0,0,1
2024-05-04 15:08:00,118.5,48.13,407747,59.3,56.7,46.9,49.9,233,266,436,444,49.88,1729.1,train,19624.86311,4,0,0,1
2024-05-04 15:09:00,120.0,49.03,428950,54.8,54.7,50.1,45.6,271,251,445,477,50.0,1625.4,train,21031.4185,4,0,1,0
2024-05-04 15:10:00,123.9,51.16,432373,55.5,55.6,50.9,49.4,244,257,490,454,49.98,1690.6,train,22120.20268,4,0,0,1
2024-05-04 15:11:00,120.9,47.91,431010,53.0,52.3,49.8,51.0,256,243,420,456,49.6,1660.2,train,20649.6891,4,0,0,1
2024-05-04 15:12:00,124.1,44.01,444264,54.8,55.5,48.7,50.1,250,225,455,450,50.0,1688.5,train,19552.05864,4,0,1,0
2024-05-04 15:13:00,118.5,46.01,423643,54.3,54.0,48.4,51.9,242,254,453,443,50.0,1680.4,train,19491.81443,4,0,1,0
2024-05-04 15:14:00,121.8,47.42,427692,56.5,54.9,47.3,50.5,241,234,457,439,50.0,1702.8,train,20281.15464,4,0,1,0
2024-05-04 15:15:00,116.9,51.83,417361,56.5,53.5,49.6,45.6,231,240,456,467,49.58,1666.1,train,21631.82063,4,0,0,1
2024-05-04 15:16:00,120.7,43.17,444798,55.1,53.9,49.5,52.9,261,249,445,450,49.83,1690.1,train,19201.92966,4,0,0,1
2024-05-04 15:17:00,121.6,49.67,430772,54.4,54.5,50.8,46.2,246,240,469,432,50.0,1665.0,train,21396.44524,4,0,1,0
2024-05-04 15:18:00,121.9,47.12,429263,50.9,53.1,47.9,52.8,265,247,437,447,49.84,1632.4,train,20226.87256,4,0,0,1
2024-05-04 15:19:00,119.5,48.77,432378,50.9,58.8,49.4,50.5,242,250,479,453,49.6,1683.0,train,21087.075060000003,4,0,0,1
2024-05-04 15:20:00,122.3,46.42,437915,54.4,52.2,46.5,49.8,244,230,462,448,50.0,1639.8,train,20328.014300000003,4,0,1,0
2024-05-04 15:21:00,119.9,44.58,435632,56.0,55.3,48.4,52.6,234,251,446,463,50.0,1713.8,train,19420.47456,4,0,1,0
2024-05-04 15:22:00,120.5,48.56,454064,56.9,54.9,48.0,50.3,244,240,449,452,49.87,1696.5,train,22049.34784,4,0,0,1
2024-05-04 15:23:00,120.1,48.33,436540,52.5,55.8,51.2,51.1,233,235,471,467,,1706.5,train,21097.9782,4,1,0,0
2024-05-04 15:24:00,119.0,49.12,429215,51.2,49.3,52.5,49.5,253,224,441,467,50.0,1639.4,train,21083.0408,4,0,1,0
2024-05-04 15:25:00,123.1,46.67,428475,56.1,50.9,46.8,47.9,249,229,457,445,50.0,1627.2,train,19996.92825,4,0,1,0
2024-05-04 15:26:00,120.8,45.2,429852,52.6,53.2,50.9,47.0,265,248,457,448,50.0,1619.8,train,19429.3104,4,0,1,0
2024-05-04 15:27:00,122.4,42.81,421008,51.1,56.1,50.5,53.3,230,248,456,470,50.0,1703.7,train,18023.35248,4,0,1,0
2024-05-04 15:28:00,122.3,48.76,433370,53.3,53.7,48.0,52.2,262,254,463,460,49.84,1645.0,train,21131.1212,4,0,0,1
2024-05-04 15:29:00,119.3,47.77,439348,53.2,53.6,47.6,48.8,236,268,465,465,49.68,1614.8,train,20987.65396,4,0,0,1
2024-05-04 15:30:00,122.6,44.3,428202,56.9,54.3,47.6,47.9,252,264,462,465,49.97,1635.6,train,18969.3486,4,0,0,1
2024-05-04 15:31:00,121.5,45.37,426679,56.0,52.6,48.3,52.3,234,260,470,449,50.0,1674.0,train,19358.42623,4,0,1,0
2024-05-04 15:32:00,119.2,45.56,445295,52.8,55.2,48.4,51.0,250,262,460,487,49.66,1645.8,train,20287.6402,4,0,0,1
2024-05-04 15:33:00,121.5,43.02,421785,57.0,54.6,48.8,51.3,218,250,451,469,49.25,1730.2,train,18145.190700000003,4,0,0,1
2024-05-04 15:34:00,119.3,44.69,416683,54.5,55.2,48.1,51.7,240,250,443,452,50.0,1692.2,train,18621.56327,4,0,1,0
2024-05-04 15:35:00,123.2,43.9,424032,56.3,57.3,50.7,51.5,249,266,458,469,49.68,1712.8,train,18615.0048,4,0,0,1
2024-05-04 15:36:00,122.0,45.71,420962,56.9,53.8,50.1,53.0,269,250,462,456,50.0,1688.0,train,19242.17302,4,0,1,0
2024-05-04 15:37:00,120.7,44.9,436405,53.7,54.4,48.7,50.8,222,251,436,458,50.0,1683.2,train,19594.5845,4,0,1,0
2024-05-04 15:38:00,122.7,42.68,430460,55.4,52.2,48.0,46.4,248,262,462,450,50.0,1606.0,train,18372.0328,4,0,1,0
2024-05-04 15:39:00,118.5,51.81,431618,53.4,51.7,47.9,48.4,241,244,446,446,49.74,1620.9,train,22362.12858,4,0,0,1
2024-05-04 15:40:00,119.7,49.89,442629,56.1,54.2,50.0,50.1,225,246,446,466,50.0,1712.9,train,22082.76081,4,0,1,0
2024-05-04 15:41:00,120.5,44.81,427905,54.4,54.4,49.2,49.7,234,231,459,449,50.0,1682.9,train,19174.42305,4,0,1,0
2024-05-04 15:42:00,124.2,47.44,439667,56.1,55.6,49.5,50.7,242,242,432,448,49.97,1712.4,train,20857.80248,4,0,0,1
2024-05-04 15:43:00,119.3,47.81,445587,57.2,55.3,50.8,49.2,253,244,474,453,49.77,1705.8,train,21303.51447,4,0,0,1
2024-05-04 15:44:00,118.3,49.75,429882,55.3,54.7,49.0,46.2,249,244,468,444,50.0,1640.9,train,21386.6295,4,0,1,0
2024-05-04 15:45:00,118.7,44.72,439455,54.0,57.6,51.8,49.7,232,257,443,458,49.39,1720.1,train,19652.4276,4,0,0,1
2024-05-04 15:46:00,122.3,49.5,431655,54.0,53.6,45.1,45.5,226,236,455,451,49.49,1614.7,train,21366.9225,4,0,0,1
2024-05-04 15:47:00,120.0,45.41,441013,48.3,53.8,46.4,45.7,253,266,459,469,50.0,1528.7,train,20026.40033,4,0,1,0
2024-05-04 15:48:00,120.7,43.44,421080,52.8,54.7,52.7,50.1,245,223,448,469,49.44,1715.0,train,18291.7152,4,0,0,1
2024-05-04 15:49:00,122.1,48.59,420519,56.0,51.8,48.3,47.2,267,255,451,457,50.0,1600.1,train,20433.01821,4,0,1,0
2024-05-04 15:50:00,120.7,50.01,430585,56.1,55.6,49.6,48.2,243,257,456,447,49.61,1672.3,train,21533.55585,4,0,0,1
2024-05-04 15:51:00,121.2,53.26,426635,52.7,54.3,51.6,50.0,261,256,457,455,49.41,1649.7,train,22722.5801,4,0,0,1
2024-05-04 15:52:00,121.7,43.8,429644,54.5,54.3,49.7,48.0,254,261,455,453,50.0,1629.6,train,18818.4072,4,0,1,0
2024-05-04 15:53:00,120.3,48.54,432054,53.8,55.3,50.9,49.9,257,245,458,476,50.0,1668.5,train,20971.90116,4,0,1,0
2024-05-04 15:54:00,120.7,45.78,439602,55.5,54.9,50.3,51.4,253,263,462,453,49.43,1695.9,train,20124.97956,4,0,0,1
2024-05-04 15:55:00,121.3,48.76,430613,58.6,55.0,51.0,47.4,253,239,453,460,49.95,1706.1,train,20996.68988,4,0,0,1
2024-05-04 15:56:00,122.3,43.13,427315,55.6,53.4,50.0,47.9,220,240,462,465,50.0,1687.5,train,18430.09595,4,0,1,0
2024-05-04 15:57:00,119.8,43.65,431126,52.8,57.3,50.5,50.3,245,272,471,474,50.0,1667.1,train,18818.6499,4,0,1,0
2024-05-04 15:58:00,116.5,44.87,427818,54.0,51.2,47.9,48.2,240,250,462,453,50.0,1617.2,train,19196.19366,4,0,1,0
2024-05-04 15:59:00,122.0,47.01,426532,56.9,52.8,50.1,50.3,263,259,478,439,50.0,1669.7,train,20051.26932,4,0,1,0
2024-05-04 16:00:00,122.4,45.22,421132,51.3,53.0,49.0,50.1,236,254,440,459,50.0,1627.8,train,19043.58904,4,0,1,0
2024-05-04 16:01:00,121.3,48.47,434625,52.9,52.7,48.9,48.4,244,256,450,471,49.48,1601.6,train,21066.27375,4,0,0,1
2024-05-04 16:02:00,121.4,49.39,429553,55.6,50.6,45.7,51.7,257,224,461,462,49.7,1646.1,train,21215.62267,4,0,0,1
2024-05-04 16:03:00,120.2,48.33,441866,56.7,57.4,48.2,46.6,251,252,460,450,49.58,1670.8,train,21355.38378,4,0,0,1
2024-05-04 16:04:00,121.8,50.88,422589,55.3,55.4,48.8,50.2,250,248,452,453,50.0,1679.2,train,21501.32832,4,0,1,0
2024-05-04 16:05:00,122.3,47.87,429865,52.9,52.9,52.1,44.8,261,259,464,447,50.0,1600.1,train,20577.63755,4,0,1,0
2024-05-04 16:06:00,121.1,43.79,448739,55.2,55.5,48.5,49.2,251,238,460,454,49.82,1668.2,train,19650.28081,4,0,0,1
2024-05-04 16:07:00,124.8,50.25,426752,54.9,53.8,49.6,49.1,241,262,471,447,50.0,1649.5,train,21444.288,4,0,1,0
2024-05-04 16:08:00,118.7,45.33,432410,54.8,53.5,51.8,46.6,232,233,444,462,49.68,1676.5,train,19601.1453,4,0,0,1
2024-05-04 16:09:00,121.3,49.12,424610,53.9,52.2,46.5,52.1,253,242,458,463,49.87,1636.8,train,20856.8432,4,0,0,1
2024-05-04 16:10:00,119.3,50.78,423583,54.2,54.1,48.2,46.8,238,229,452,458,50.0,1658.9,train,21509.54474,4,0,1,0
2024-05-04 16:11:00,122.4,47.99,446783,52.3,52.8,50.8,48.3,245,235,467,468,50.0,1644.0,train,21441.11617,4,0,1,0
2024-05-04 16:12:00,118.7,43.11,435807,59.1,52.2,53.9,51.4,260,248,464,472,49.68,1733.6,train,18787.63977,4,0,0,1
2024-05-04 16:13:00,119.1,44.56,435543,54.4,56.0,45.0,49.5,245,264,451,474,50.0,1624.0,train,19407.796080000004,4,0,1,0
2024-05-04 16:14:00,120.2,50.17,420937,55.2,52.5,48.8,48.2,242,248,469,459,50.0,1620.9,train,21118.40929,4,0,1,0
2024-05-04 16:15:00,121.5,46.44,437412,53.7,56.9,50.3,47.8,244,232,457,451,50.0,1693.3,train,20313.41328,4,0,1,0
2024-05-04 16:16:00,120.2,47.06,443836,55.8,52.7,50.7,49.0,244,222,442,431,49.77,1711.9,train,20886.92216,4,0,0,1
2024-05-04 16:17:00,120.3,48.76,443807,51.5,51.1,53.5,48.2,236,256,454,452,49.63,1630.5,train,21640.02932,4,0,0,1
2024-05-04 16:18:00,120.9,48.61,439993,50.6,55.1,47.7,49.2,268,240,485,442,50.0,1598.9,train,21388.05973,4,0,1,0
2024-05-04 16:19:00,120.8,47.57,425646,54.0,53.2,48.5,47.7,241,241,455,457,50.0,1641.0,train,20247.98022,4,0,1,0
2024-05-04 16:20:00,123.4,46.35,437222,58.2,50.9,45.7,50.8,257,260,460,467,49.88,1637.3,train,20265.2397,4,0,0,1
2024-05-04 16:21:00,122.2,46.1,440093,56.5,54.6,49.2,47.7,235,246,461,466,50.0,1684.7,train,20288.2873,4,0,1,0
2024-05-04 16:22:00,120.7,49.02,420432,52.5,51.5,50.0,46.0,254,244,457,467,49.81,1593.8,train,20609.57664,4,0,0,1
2024-05-04 16:23:00,124.3,48.27,425853,55.1,50.1,53.2,54.6,250,249,476,439,50.0,1701.5,train,20555.92431,4,0,1,0
2024-05-04 16:24:00,121.9,46.24,441964,52.8,55.4,52.4,51.0,248,265,466,439,50.0,1682.0,train,20436.41536,4,0,1,0
2024-05-04 16:25:00,119.7,49.59,441903,54.9,57.0,52.0,47.6,250,251,465,473,49.93,1684.7,train,21913.969770000003,4,0,0,1
2024-05-04 16:26:00,121.6,46.57,422542,55.1,53.3,47.6,47.2,252,222,454,433,50.0,1644.1,train,19677.78094,4,0,1,0
2024-05-04 16:27:00,122.0,44.76,441327,55.9,56.5,49.8,50.4,245,238,466,466,49.98,1720.6,train,19753.79652,4,0,0,1
2024-05-04 16:28:00,120.2,45.0,435765,50.9,55.7,49.8,47.7,245,244,453,455,49.86,1644.3,train,19609.425,4,0,0,1
2024-05-04 16:29:00,119.6,44.45,441287,51.5,55.4,49.9,51.1,254,258,462,453,49.19,1654.2,train,19615.20715,4,0,0,1
2024-05-04 16:30:00,121.4,46.22,429999,53.9,53.7,48.9,50.0,234,233,482,460,49.85,1662.7,train,19874.55378,4,0,0,1
2024-05-04 16:31:00,120.7,49.99,440273,52.0,52.8,51.2,49.5,232,249,476,479,50.0,1650.3,train,22009.24727,4,0,1,0
2024-05-04 16:32:00,123.5,44.89,441899,51.8,54.7,48.3,49.3,250,246,456,448,50.0,1630.7,train,19836.84611,4,0,1,0
2024-05-04 16:33:00,122.4,47.38,432374,54.6,55.3,49.6,51.9,223,260,460,452,50.0,1720.8,train,20485.88012,4,0,1,0
2024-05-04 16:34:00,120.3,45.27,435364,52.2,51.5,51.9,48.6,227,235,444,471,50.0,1661.6,train,19708.92828,4,0,1,0
2024-05-04 16:35:00,121.9,46.26,430071,58.5,53.4,53.3,49.2,269,249,454,447,49.93,1705.7,train,19895.08446,4,0,0,1
2024-05-04 16:36:00,123.2,43.14,448509,53.0,53.6,47.3,47.4,266,266,431,467,50.0,1584.6,train,19348.67826,4,0,1,0
2024-05-04 16:37:00,119.2,46.36,434371,53.5,53.5,50.1,50.2,241,258,468,457,50.0,1645.0,train,20137.43956,4,0,1,0
2024-05-04 16:38:00,119.8,46.43,427994,54.6,52.7,49.9,47.2,259,255,448,430,49.59,1622.0,train,19871.76142,4,0,0,1
2024-05-04 16:39:00,121.3,48.27,429681,51.0,51.3,51.4,51.4,260,244,456,459,49.72,1627.7,train,20740.70187,4,0,0,1
2024-05-04 16:40:00,121.4,47.48,436459,55.0,53.4,52.2,51.6,253,249,452,458,50.0,1705.0,train,20723.07332,4,0,1,0
2024-05-04 16:41:00,121.2,43.93,441510,54.7,53.5,48.3,45.6,246,246,470,460,49.78,1616.6,train,19395.5343,4,0,0,1
2024-05-04 16:42:00,120.9,49.63,424834,53.3,53.1,48.8,51.0,255,258,474,466,49.9,1631.9,train,21084.511420000003,4,0,0,1
2024-05-04 16:43:00,120.8,47.45,450340,54.5,55.3,49.1,46.5,257,254,474,464,50.0,1626.8,train,21368.633,4,0,1,0
2024-05-04 16:44:00,121.9,47.42,438066,54.9,51.3,49.9,48.1,255,240,442,457,50.0,1635.7,train,20773.089720000004,4,0,1,0
2024-05-04 16:45:00,123.0,46.91,439366,56.9,54.6,50.6,48.9,229,268,465,471,49.9,1683.5,train,20610.65906,4,0,0,1
2024-05-04 16:46:00,120.6,45.64,434895,59.0,50.4,48.2,48.0,272,262,447,453,50.0,1618.5,train,19848.6078,4,0,1,0
2024-05-04 16:47:00,125.0,47.48,435865,51.9,53.9,52.6,48.2,276,237,459,461,,1642.2,train,20694.8702,4,1,0,0
2024-05-04 16:48:00,124.3,48.12,434564,51.4,49.5,45.3,50.6,224,243,469,447,50.0,1595.7,train,20911.21968,4,0,1,0
2024-05-04 16:49:00,123.4,42.57,443931,54.2,52.2,46.5,51.1,253,245,454,433,50.0,1641.7,train,18898.14267,4,0,1,0
2024-05-04 16:50:00,122.3,45.59,435764,49.8,53.9,50.1,48.7,272,257,460,448,50.0,1589.8,train,19866.48076,4,0,1,0
2024-05-04 16:51:00,124.4,46.3,442002,55.3,51.1,48.6,48.9,259,238,450,459,50.0,1624.6,train,20464.6926,4,0,1,0
2024-05-04 16:52:00,121.0,47.58,432434,54.2,51.1,47.8,50.2,259,239,470,438,50.0,1626.0,train,20575.20972,4,0,1,0
2024-05-04 16:53:00,120.2,49.93,437509,54.7,55.9,50.8,46.8,230,258,455,447,49.96,1684.2,train,21844.82437,4,0,0,1
2024-05-04 16:54:00,120.6,45.02,429552,53.4,50.8,50.5,49.0,257,254,451,478,50.0,1610.7,train,19338.431040000003,4,0,1,0
2024-05-04 16:55:00,119.9,45.7,445755,54.5,53.7,51.4,48.5,250,224,461,454,49.94,1688.7,train,20371.0035,4,0,0,1
2024-05-04 16:56:00,121.6,45.67,429392,54.9,56.9,46.8,49.5,257,255,468,463,50.0,1649.9,train,19610.33264,4,0,1,0
2024-05-04 16:57:00,121.9,44.95,433501,54.4,54.2,50.5,46.6,235,230,441,447,49.89,1683.4,train,19485.869950000004,4,0,0,1
2024-05-04 16:58:00,121.8,46.08,433621,51.3,54.0,50.5,49.6,234,240,463,441,50.0,1660.8,train,19981.25568,4,0,1,0
2024-05-04 16:59:00,121.4,48.88,433349,54.3,52.5,46.9,49.5,246,243,451,445,50.0,1631.8,train,21182.099120000003,4,0,1,0
2024-05-04 17:00:00,121.7,44.32,442000,57.7,52.5,49.0,52.9,243,242,465,470,50.0,1702.2,train,19589.44,4,0,1,0
2024-05-04 17:01:00,124.1,48.03,433727,54.4,53.6,50.8,46.3,245,239,451,454,50.0,1654.8,train,20831.90781,4,0,1,0
2024-05-04 17:02:00,122.4,42.7,447452,54.2,49.9,51.6,53.5,242,235,447,459,49.63,1697.4,train,19106.2004,4,0,0,1
2024-05-04 17:03:00,122.9,45.56,429793,57.1,56.0,48.6,52.7,245,253,449,449,49.77,1739.5,train,19581.36908,4,0,0,1
2024-05-04 17:04:00,121.8,46.14,437736,52.4,54.3,46.7,51.5,239,228,459,466,50.0,1671.9,train,20197.13904,4,0,1,0
2024-05-04 17:05:00,119.1,51.15,430215,55.7,50.4,52.0,47.9,247,241,464,474,50.0,1641.9,train,22005.49725,4,0,1,0
2024-05-04 17:06:00,118.8,46.28,439830,52.9,56.0,49.0,50.9,230,257,450,484,50.0,1684.0,train,20355.332400000003,4,0,1,0
2024-05-04 17:07:00,124.6,41.46,436375,56.1,55.3,45.1,45.4,253,252,458,465,49.74,1611.1,train,18092.1075,4,0,0,1
2024-05-04 17:08:00,120.7,41.97,435303,55.5,54.8,48.4,44.8,250,231,450,446,50.0,1658.0,train,18269.66691,4,0,1,0
2024-05-04 17:09:00,120.6,47.05,446092,53.1,58.4,51.2,47.7,232,224,453,435,49.58,1736.1,train,20988.6286,4,0,0,1
2024-05-04 17:10:00,121.9,48.5,431390,53.4,54.1,46.4,46.9,263,234,451,473,49.99,1609.6,train,20922.415,4,0,0,1
2024-05-04 17:11:00,122.4,47.91,441358,55.9,57.0,49.1,45.0,237,221,449,435,49.96,1710.4,train,21145.46178,4,0,0,1
2024-05-04 17:12:00,122.6,47.39,430556,50.2,54.0,48.2,52.1,261,248,443,457,50.0,1629.2,train,20404.04884,4,0,1,0
2024-05-04 17:13:00,124.2,49.88,437650,53.0,54.8,48.8,47.4,251,242,457,470,50.0,1637.6,train,21829.982,4,0,1,0
2024-05-04 17:14:00,123.8,45.62,427226,55.1,52.8,48.0,49.8,259,243,471,478,50.0,1628.7,train,19490.05012,4,0,1,0
2024-05-04 17:15:00,120.4,49.21,431532,53.3,50.1,49.9,54.5,249,253,458,447,50.0,1657.5,train,21235.68972,4,0,1,0
2024-05-04 17:16:00,123.0,42.9,436216,54.2,50.2,48.4,48.6,254,258,454,459,50.0,1608.3,train,18713.6664,4,0,1,0
2024-05-04 17:17:00,121.0,44.71,451432,49.8,53.7,50.2,46.3,259,250,467,456,50.0,1576.3,train,20183.52472,4,0,1,0
2024-05-04 17:18:00,121.4,42.46,437763,52.2,53.4,48.1,52.6,270,245,452,449,50.0,1636.0,train,18587.41698,4,0,1,0
2024-05-04 17:19:00,120.0,46.29,450236,55.2,51.5,51.1,48.6,260,239,460,472,50.0,1645.6,train,20841.424440000003,4,0,1,0
2024-05-04 17:20:00,119.1,46.86,438804,52.4,53.3,48.9,50.6,253,243,439,464,49.67,1643.2,train,20562.355440000003,4,0,0,1
2024-05-04 17:21:00,121.6,47.27,433987,51.3,54.8,46.4,43.4,231,250,457,443,49.71,1576.7,train,20514.56549,4,0,0,1
2024-05-04 17:22:00,120.2,47.14,449440,56.0,56.5,47.1,49.5,218,258,453,455,49.91,1686.8,train,21186.6016,4,0,0,1
2024-05-04 17:23:00,123.0,44.66,440664,54.9,52.5,46.5,48.7,246,230,435,453,50.0,1655.9,train,19680.05424,4,0,1,0
2024-05-04 17:24:00,121.2,46.51,432069,51.7,54.7,46.7,48.1,239,234,452,463,50.0,1626.6,train,20095.52919,4,0,1,0
2024-05-04 17:25:00,122.1,43.24,441018,54.1,57.3,46.2,50.8,239,247,429,480,50.0,1687.9,train,19069.61832,4,0,1,0
2024-05-04 17:26:00,123.7,50.39,434955,51.7,55.4,46.7,47.5,246,222,450,461,,1643.7,train,21917.38245,4,1,0,0
2024-05-04 17:27:00,119.5,46.23,421426,53.6,52.3,48.8,48.3,255,251,463,454,49.38,1615.1,train,19482.52398,4,0,0,1
2024-05-04 17:28:00,120.6,45.77,444869,54.2,54.1,50.3,49.1,240,260,447,456,50.0,1657.3,train,20361.654130000003,4,0,1,0
2024-05-04 17:29:00,122.0,50.96,446184,52.2,54.2,46.1,50.6,258,275,449,462,50.0,1593.6,train,22737.53664,4,0,1,0
2024-05-04 17:30:00,122.2,43.88,452171,55.3,55.1,47.2,48.3,248,248,439,437,50.0,1664.0,train,19841.26348,4,0,1,0
2024-05-04 17:31:00,123.4,44.18,440888,55.6,53.9,50.4,48.5,248,257,461,471,50.0,1656.0,train,19478.43184,4,0,1,0
